Timestamp,Memory Usage (MB)
2024-06-04 03:38:24.309000,1147.875
2024-06-04 03:38:25.311000,1147.71875
2024-06-04 03:38:26.317000,1147.58984375
2024-06-04 03:38:29.341000,1147.875
2024-06-04 03:38:32.352000,1148.92578125
2024-06-04 03:38:34.360000,1153.609375
2024-06-04 03:38:36.369000,1153.8046875
2024-06-04 03:38:38.383000,1153.578125
2024-06-04 03:38:39.389000,1154.625
2024-06-04 03:38:41.394000,1154.28125
2024-06-04 03:38:46.416000,1156.66015625
2024-06-04 03:38:49.429000,1166.3828125
2024-06-04 03:38:51.439000,1166.8671875
2024-06-04 03:38:52.438000,1167.05859375
2024-06-04 03:38:53.446000,1160.99609375
2024-06-04 03:39:25.455000,1168.05078125
2024-06-04 03:40:55.469000,1239.30859375
2024-06-04 03:41:55.479000,1259.33203125
2024-06-04 03:42:55.488000,1283.40625
2024-06-04 03:43:25.496000,1284.46875
2024-06-04 03:46:25.521000,1366.875
2024-06-04 03:47:25.524000,1382.34375
2024-06-04 03:47:55.534000,1372.3203125
2024-06-04 03:49:25.541000,1444.30078125
2024-06-04 03:50:25.546000,1449.98828125
2024-06-04 03:50:55.551000,1466.87890625
2024-06-04 03:51:55.557000,1483.0234375
2024-06-04 03:52:55.563000,1513.37890625
2024-06-04 03:53:25.566000,1512.1796875
2024-06-04 03:54:25.576000,1515.0546875
2024-06-04 03:54:55.578000,1530.1796875
2024-06-04 03:55:55.593000,1552.4609375
2024-06-04 03:56:55.602000,1554.2890625
2024-06-04 03:57:25.603000,1551.7109375
2024-06-04 03:57:55.605000,1572.1171875
2024-06-04 03:58:25.605000,1562.6640625
2024-06-04 03:58:55.606000,1589.87109375
2024-06-04 03:59:25.609000,1593.6640625
2024-06-04 04:01:25.623000,1618.2421875
2024-06-04 04:01:55.630000,1628.71484375
2024-06-04 04:02:25.632000,1638.32421875
2024-06-04 04:02:55.637000,1632.52734375
2024-06-04 04:03:25.640000,1623.203125
2024-06-04 04:04:55.648000,1695.09375
2024-06-04 04:05:55.653000,1734.11328125
2024-06-04 04:06:55.658000,1756.484375
2024-06-04 04:07:25.660000,1700.55078125
2024-06-04 04:07:55.664000,1724.6171875
2024-06-04 04:08:25.668000,1729.3984375
2024-06-04 04:09:25.679000,1728.60546875
2024-06-04 04:09:55.678000,1728.96875
2024-06-04 04:10:55.684000,1768.9609375
2024-06-04 04:11:25.689000,1773.13671875
2024-06-04 04:11:55.691000,1784.29296875
2024-06-04 04:12:55.693000,1509.0625
2024-06-04 04:13:25.701000,1508.140625
2024-06-04 04:13:55.702000,1508.68359375
2024-06-04 04:14:25.705000,1504.7578125
2024-06-04 04:14:55.709000,1491.7421875
2024-06-04 04:15:55.714000,1508.61328125
2024-06-04 04:16:55.722000,1501.8125
2024-06-04 04:17:25.727000,1497.07421875
2024-06-04 04:17:55.729000,1498.6484375
2024-06-04 04:18:25.732000,1496.65234375
2024-06-04 04:18:55.737000,1499.8125
2024-06-04 04:19:25.737000,1515.08203125
2024-06-04 04:19:55.744000,1512.96875
2024-06-04 04:20:25.744000,1511.6015625
2024-06-04 04:21:25.748000,1513.9921875
2024-06-04 04:21:55.753000,1521.23046875
2024-06-04 04:22:25.754000,1522.34375
2024-06-04 04:24:25.772000,1524.765625
2024-06-04 04:24:55.773000,1514.16796875
2024-06-04 04:25:25.776000,1508.60546875
2024-06-04 04:25:55.780000,1505.30859375
2024-06-04 04:26:25.782000,1510.6328125
2024-06-04 04:27:25.789000,1496.74609375
2024-06-04 04:27:55.793000,1498.75
2024-06-04 04:28:25.794000,1508.09375
2024-06-04 04:29:25.797000,1517.16015625
2024-06-04 04:29:55.803000,1510.99609375
2024-06-04 04:30:25.804000,1522.984375
2024-06-04 04:31:25.808000,1523.3515625
2024-06-04 04:31:55.811000,1527.33203125
2024-06-04 04:32:25.811000,1529.6015625
2024-06-04 04:33:25.821000,1532.078125
2024-06-04 04:33:55.824000,1531.3671875
2024-06-04 04:34:55.838000,1514.1953125
2024-06-04 04:35:25.840000,1522.14453125
2024-06-04 04:39:34.984000,1527.59375
2024-06-04 04:40:34.991000,1540.796875
2024-06-04 04:41:04.992000,1538.796875
2024-06-04 04:41:34.993000,1545.36328125
2024-06-04 04:42:35.004000,1532.55078125
2024-06-04 04:43:05.009000,1533.05859375
2024-06-04 04:43:35.016000,1535.55859375
2024-06-04 04:44:05.020000,1535.04296875
2024-06-04 04:44:35.024000,1536.75
2024-06-04 04:45:35.030000,1541.0234375
2024-06-04 04:46:05.030000,1529.6484375
2024-06-04 04:47:05.047000,1543.23828125
2024-06-04 04:47:35.050000,1544.4140625
2024-06-04 04:48:05.052000,1534.34375
2024-06-04 04:49:05.056000,1531.3984375
2024-06-04 04:49:35.060000,1532.1796875
2024-06-04 04:50:05.064000,1537.39453125
2024-06-04 04:50:35.068000,1534.8828125
2024-06-04 04:51:05.071000,1534.60546875
