Timestamp,Memory Usage (MB)
2024-06-04 05:02:08.045000,1046.09765625
2024-06-04 05:02:09.053000,1047.3203125
2024-06-04 05:02:10.057000,1038.96484375
2024-06-04 05:02:11.060000,1044.33203125
2024-06-04 05:02:12.069000,1049.59375
2024-06-04 05:02:13.069000,1055.1796875
2024-06-04 05:02:15.084000,1055.5078125
2024-06-04 05:02:16.088000,1055.58203125
2024-06-04 05:02:18.099000,1057.578125
2024-06-04 05:02:19.109000,1057.734375
2024-06-04 05:02:20.128000,1059.52734375
2024-06-04 05:02:21.134000,1060.06640625
2024-06-04 05:02:23.153000,1061.59375
2024-06-04 05:02:25.161000,1065.05078125
2024-06-04 05:02:26.171000,1065.30078125
2024-06-04 05:02:27.474000,1065.41015625
2024-06-04 05:02:28.481000,1069.33984375
2024-06-04 05:02:29.515000,1069.31640625
2024-06-04 05:02:30.520000,1073.29296875
2024-06-04 05:02:32.522000,1074.93359375
2024-06-04 05:02:35.543000,1074.82421875
2024-06-04 05:02:38.554000,1076.67578125
2024-06-04 05:02:39.556000,1076.46875
2024-06-04 05:02:40.638000,1076.50390625
2024-06-04 05:02:41.666000,1086.84765625
2024-06-04 05:02:43.666000,1086.4140625
2024-06-04 05:02:44.674000,1088.109375
2024-06-04 05:02:48.696000,1088.625
2024-06-04 05:02:52.716000,1091.8828125
2024-06-04 05:02:54.736000,1093.75
2024-06-04 05:02:58.760000,1093.91015625
2024-06-04 05:02:59.763000,1093.84765625
2024-06-04 05:03:01.777000,1094.30859375
2024-06-04 05:03:03.784000,1094.41015625
2024-06-04 05:03:06.818000,1094.76171875
2024-06-04 05:03:09.845000,1094.91796875
2024-06-04 05:03:11.848000,1095.92578125
2024-06-04 05:03:12.860000,1095.65234375
2024-06-04 05:03:14.872000,1097.30078125
2024-06-04 05:03:17.012000,1096.73046875
2024-06-04 05:03:19.022000,1097.453125
2024-06-04 05:03:20.023000,1097.36328125
2024-06-04 05:03:24.034000,1117.375
2024-06-04 05:03:30.060000,1121.453125
2024-06-04 05:03:32.067000,1122.484375
2024-06-04 05:03:33.071000,1122.0546875
2024-06-04 05:03:34.074000,1122.00390625
2024-06-04 05:03:35.076000,1121.9609375
2024-06-04 05:03:36.080000,1121.7421875
2024-06-04 05:03:37.149000,1121.2734375
2024-06-04 05:03:38.155000,1121.265625
2024-06-04 05:03:39.157000,1122.70703125
2024-06-04 05:03:40.157000,1123.43359375
2024-06-04 05:03:41.160000,1123.70703125
2024-06-04 05:03:44.166000,1124.14453125
2024-06-04 05:03:45.178000,1124.15234375
2024-06-04 05:03:46.259000,1123.47265625
2024-06-04 05:03:50.276000,1124.7265625
2024-06-04 05:03:55.288000,1125.7421875
2024-06-04 05:03:56.298000,1125.046875
2024-06-04 05:03:57.299000,1125.49609375
2024-06-04 05:04:01.344000,1126.3515625
2024-06-04 05:04:02.353000,1135.16796875
2024-06-04 05:04:03.373000,1135.34765625
2024-06-04 05:04:04.377000,1135.10546875
2024-06-04 05:04:08.396000,1135.859375
2024-06-04 05:04:09.403000,1135.97265625
2024-06-04 05:04:10.414000,1135.953125
2024-06-04 05:04:11.427000,1135.75
2024-06-04 05:04:12.431000,1135.921875
2024-06-04 05:04:14.446000,1136.7109375
2024-06-04 05:04:16.462000,1137.453125
2024-06-04 05:04:17.468000,1138.04296875
2024-06-04 05:04:19.478000,1139.48046875
2024-06-04 05:04:20.482000,1140.09375
2024-06-04 05:04:21.486000,1140.7265625
2024-06-04 05:04:22.494000,1141.3671875
2024-06-04 05:04:23.495000,1141.96484375
2024-06-04 05:04:25.509000,1142.01171875
2024-06-04 05:04:28.522000,1142.375
2024-06-04 05:04:31.535000,1142.7734375
2024-06-04 05:04:32.537000,1142.21875
2024-06-04 05:04:34.543000,1142.89453125
2024-06-04 05:04:36.548000,1142.44921875
2024-06-04 05:04:38.574000,1141.66015625
2024-06-04 05:04:41.589000,1149.65234375
2024-06-04 05:04:42.597000,1161.16796875
2024-06-04 05:04:43.598000,1156.609375
2024-06-04 05:04:44.606000,1154.74609375
2024-06-04 05:04:46.621000,1155.28125
2024-06-04 05:04:48.628000,1155.8046875
2024-06-04 05:04:50.636000,1155.15234375
2024-06-04 05:04:51.639000,1155.5078125
2024-06-04 05:04:54.656000,1157.9921875
2024-06-04 05:04:55.656000,1158.453125
2024-06-04 05:04:57.659000,1155.86328125
2024-06-04 05:04:58.667000,1156.83984375
2024-06-04 05:05:00.678000,1155.984375
2024-06-04 05:05:01.680000,1156.67578125
2024-06-04 05:05:05.705000,1156.47265625
2024-06-04 05:05:06.709000,1157.63671875
2024-06-04 05:05:07.718000,1158.078125
2024-06-04 05:05:08.724000,1157.0
2024-06-04 05:05:11.737000,1158.40234375
2024-06-04 05:05:12.745000,1158.05078125
2024-06-04 05:05:13.746000,1157.85546875
2024-06-04 05:05:14.750000,1158.12109375
2024-06-04 05:05:16.761000,1158.09765625
2024-06-04 05:05:17.768000,1158.53515625
2024-06-04 05:05:18.772000,1159.5078125
2024-06-04 05:05:20.787000,1159.3125
2024-06-04 05:05:21.794000,1175.1171875
2024-06-04 05:05:22.798000,1175.8046875
2024-06-04 05:05:23.799000,1176.72265625
2024-06-04 05:05:26.813000,1177.3515625
2024-06-04 05:05:27.822000,1176.828125
2024-06-04 05:05:34.909000,1179.80078125
2024-06-04 05:05:35.916000,1179.89453125
2024-06-04 05:05:36.925000,1179.71484375
2024-06-04 05:05:37.930000,1184.296875
2024-06-04 05:05:40.940000,1184.53515625
2024-06-04 05:05:41.953000,1184.80859375
2024-06-04 05:05:42.958000,1184.7421875
2024-06-04 05:05:45.966000,1185.24609375
2024-06-04 05:05:50.982000,1186.41796875
2024-06-04 05:05:52.993000,1187.203125
2024-06-04 05:05:53.996000,1187.26953125
2024-06-04 05:05:56.005000,1187.33984375
2024-06-04 05:05:57.009000,1187.41015625
2024-06-04 05:06:00.023000,1187.66015625
2024-06-04 05:06:01.034000,1188.265625
2024-06-04 05:06:02.053000,1195.21484375
2024-06-04 05:06:05.068000,1196.41796875
2024-06-04 05:06:06.078000,1196.69921875
2024-06-04 05:06:07.090000,1195.98046875
2024-06-04 05:06:08.095000,1195.9140625
2024-06-04 05:06:09.103000,1194.25
2024-06-04 05:06:10.109000,1194.55078125
2024-06-04 05:06:11.111000,1195.765625
2024-06-04 05:06:15.146000,1196.859375
2024-06-04 05:06:16.155000,1197.3515625
2024-06-04 05:06:17.158000,1198.2734375
2024-06-04 05:06:18.163000,1198.72265625
2024-06-04 05:06:20.177000,1206.4609375
2024-06-04 05:06:22.185000,1206.6171875
2024-06-04 05:06:25.196000,1207.38671875
2024-06-04 05:06:26.201000,1207.40234375
2024-06-04 05:06:30.218000,1209.421875
2024-06-04 05:06:31.223000,1209.6796875
2024-06-04 05:06:33.235000,1210.04296875
2024-06-04 05:06:34.246000,1209.84375
2024-06-04 05:06:35.251000,1210.43359375
2024-06-04 05:06:38.275000,1209.65625
2024-06-04 05:06:40.282000,1208.9375
2024-06-04 05:06:42.286000,1227.84765625
2024-06-04 05:06:44.297000,1229.43359375
2024-06-04 05:06:46.311000,1229.41796875
2024-06-04 05:06:51.331000,1230.125
2024-06-04 05:06:52.337000,1229.9921875
2024-06-04 05:06:56.357000,1231.83984375
2024-06-04 05:06:57.359000,1231.92578125
2024-06-04 05:06:58.363000,1232.46484375
2024-06-04 05:06:59.366000,1231.86328125
2024-06-04 05:07:03.407000,1232.234375
2024-06-04 05:07:04.408000,1232.72265625
2024-06-04 05:07:05.408000,1232.98046875
2024-06-04 05:07:07.420000,1233.26171875
2024-06-04 05:08:07.422000,1292.04296875
2024-06-04 05:08:37.433000,1284.76171875
2024-06-04 05:09:07.435000,1307.30859375
2024-06-04 05:09:37.437000,1310.375
2024-06-04 05:10:07.443000,1344.3984375
2024-06-04 05:10:37.444000,1365.17578125
2024-06-04 05:11:07.450000,1376.80078125
2024-06-04 05:11:37.457000,1370.8515625
2024-06-04 05:12:07.463000,1390.1875
2024-06-04 05:12:37.467000,1391.84765625
2024-06-04 05:14:37.497000,1417.73828125
2024-06-04 05:15:37.499000,1435.15625
2024-06-04 05:16:07.509000,1450.89453125
2024-06-04 05:17:07.516000,1459.6484375
2024-06-04 05:18:07.520000,1477.3515625
2024-06-04 05:18:37.523000,1489.90625
2024-06-04 05:19:07.524000,1498.66796875
2024-06-04 05:20:37.541000,1576.234375
2024-06-04 05:22:07.570000,1588.0546875
2024-06-04 05:22:37.579000,1569.06640625
2024-06-04 05:23:07.580000,1677.1171875
2024-06-04 05:24:07.586000,1626.828125
2024-06-04 05:24:37.589000,1621.16015625
2024-06-04 05:27:07.613000,1626.93359375
2024-06-04 05:30:07.650000,1648.38671875
2024-06-04 05:32:07.663000,1681.87890625
2024-06-04 05:32:37.666000,1683.41796875
