Timestamp,Memory Usage (MB)
2024-06-04 05:33:07.669000,1697.05859375
2024-06-04 05:33:37.678000,1697.8671875
2024-06-04 05:34:07.685000,1711.38671875
2024-06-04 05:35:37.697000,1933.51171875
2024-06-04 05:36:07.713000,1952.546875
2024-06-04 05:36:37.721000,1962.08203125
2024-06-04 05:37:07.722000,1857.82421875
2024-06-04 05:37:37.726000,1834.546875
2024-06-04 05:38:07.728000,1841.734375
2024-06-04 05:39:37.755000,1806.94140625
2024-06-04 05:40:07.759000,1800.9921875
2024-06-04 05:41:07.768000,1814.44921875
2024-06-04 05:42:37.797000,1718.9375
2024-06-04 05:43:07.808000,1734.16796875
2024-06-04 05:43:37.815000,1741.33984375
2024-06-04 05:44:07.857000,1747.734375
2024-06-04 05:45:37.901000,1764.03125
2024-06-04 05:46:07.904000,1772.7265625
2024-06-04 05:46:37.907000,1785.47265625
2024-06-04 05:47:07.912000,1786.0703125
2024-06-04 05:47:37.914000,1790.37890625
2024-06-04 05:48:07.917000,1790.66796875
2024-06-04 05:48:37.926000,1799.15234375
2024-06-04 05:49:07.926000,1816.2578125
2024-06-04 05:49:37.929000,1824.21875
2024-06-04 05:50:07.934000,1832.9375
2024-06-04 05:50:37.937000,1840.79296875
2024-06-04 05:51:37.942000,1852.1875
2024-06-04 05:53:08.005000,1875.44140625
2024-06-04 05:53:38.005000,1877.84765625
2024-06-04 05:54:08.009000,1888.6796875
2024-06-04 05:55:08.011000,1865.66015625
2024-06-04 05:55:38.011000,1887.671875
2024-06-04 05:56:08.016000,1888.40234375
2024-06-04 05:56:38.015000,1893.87890625
2024-06-04 05:57:08.020000,1903.44140625
2024-06-04 05:57:38.021000,1913.1875
2024-06-04 05:58:38.028000,1930.99609375
2024-06-04 05:59:38.039000,1948.5234375
2024-06-04 06:00:38.043000,1962.734375
2024-06-04 06:01:08.046000,1968.8828125
2024-06-04 06:01:38.049000,2005.7421875
